year,rank,title,worldwide_gross_usd,boxofficemojo_release_group_url,annual_ranking_source_url,imdb_id,wikidata_url,wikidata_label,wikidata_instance_of,wikidata_genres,wikidata_countries,wikidata_production_companies,wikidata_original_languages,wikidata_qid,wikidata_join_property,wikidata_query_service_url,wikidata_retrieved,wikidata_license
2016,11,Doctor Strange,677718395,https://www.boxofficemojo.com/releasegroup/gr2284737029/,https://www.boxofficemojo.com/year/world/2016/?sort=rank&sortDir=asc,tt1211837,http://www.wikidata.org/entity/Q18406872,Doctor Strange,film,fantasy film | action film | adventure film | science fiction film | superhero film,United States,Marvel Studios,English,Q18406872,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2016,12,Moana,643331111,https://www.boxofficemojo.com/releasegroup/gr1742623237/,https://www.boxofficemojo.com/year/world/2016/?sort=rank&sortDir=asc,tt3521164,http://www.wikidata.org/entity/Q18647981,Moana,animated film,comedy film | action film | adventure film | musical film | comedy drama,United States,Walt Disney Pictures | Q1047410,English,Q18647981,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2016,13,Sing,634151679,https://www.boxofficemojo.com/releasegroup/gr3642970629/,https://www.boxofficemojo.com/year/world/2016/?sort=rank&sortDir=asc,tt3470600,http://www.wikidata.org/entity/Q20762698,Sing,animated film,drama film | comedy film | musical film | family film,United States,Universal Pictures | Illumination,English,Q20762698,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2016,14,The Mermaid,553810228,https://www.boxofficemojo.com/releasegroup/gr719016453/,https://www.boxofficemojo.com/year/world/2016/?sort=rank&sortDir=asc,tt4701660,http://www.wikidata.org/entity/Q21834546,The Mermaid,film,fantasy film | comedy film,People's Republic of China | Hong Kong,China Film Group Corporation,Putonghua,Q21834546,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2016,15,X-Men: Apocalypse,543934105,https://www.boxofficemojo.com/releasegroup/gr2590724613/,https://www.boxofficemojo.com/year/world/2016/?sort=rank&sortDir=asc,tt3385516,http://www.wikidata.org/entity/Q17042878,X-Men: Apocalypse,film,fantasy film | science fiction film | superhero film | science fiction action film | apocalyptic film,United States,20th Century Studios | Bad Hat Harry Productions | Marvel Entertainment | The Donners' Company | TSG Entertainment,German | Polish | English | Russian | Arabic,Q17042878,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2016,16,Kung Fu Panda 3,521170825,https://www.boxofficemojo.com/releasegroup/gr4045558277/,https://www.boxofficemojo.com/year/world/2016/?sort=rank&sortDir=asc,tt2267968,http://www.wikidata.org/entity/Q15055043,Kung Fu Panda 3,animated film,comedy film | action film | adventure film | martial arts film | children's film,United States | People's Republic of China,DreamWorks Animation,English,Q15055043,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2016,17,La La Land,447407695,https://www.boxofficemojo.com/releasegroup/gr2781106693/,https://www.boxofficemojo.com/year/world/2016/?sort=rank&sortDir=asc,tt3783958,http://www.wikidata.org/entity/Q20856802,,film,drama film | comedy film | musical film | comedy drama | romance film | dance film,United States,Starz Entertainment | Summit Entertainment,English,Q20856802,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2016,18,Warcraft,439048914,https://www.boxofficemojo.com/releasegroup/gr2367640069/,https://www.boxofficemojo.com/year/world/2016/?sort=rank&sortDir=asc,tt0803096,http://www.wikidata.org/entity/Q14513321,Warcraft,film,fantasy film | action film | adventure film,United States | United Kingdom,Blizzard Entertainment | Legendary Pictures | Atlas Entertainment | Tencent Pictures,English,Q14513321,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2016,19,Jason Bourne,415484914,https://www.boxofficemojo.com/releasegroup/gr2385007109/,https://www.boxofficemojo.com/year/world/2016/?sort=rank&sortDir=asc,tt4196776,http://www.wikidata.org/entity/Q19481099,Jason Bourne,film,action film | mystery film | thriller film | action thriller,United States,Universal Pictures,English,Q19481099,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2016,20,Ice Age: Collision Course,408579038,https://www.boxofficemojo.com/releasegroup/gr307778053/,https://www.boxofficemojo.com/year/world/2016/?sort=rank&sortDir=asc,tt3416828,http://www.wikidata.org/entity/Q15965953,Ice Age: Collision Course,animated film,comedy film | adventure film | science fiction film | family film,United States,20th Century Animation | Blue Sky Studios,English,Q15965953,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2017,1,Star Wars: Episode VIII - The Last Jedi,1332539889,https://www.boxofficemojo.com/releasegroup/gr3764736517/,https://www.boxofficemojo.com/year/world/2017/?sort=rank&sortDir=asc,tt2527336,http://www.wikidata.org/entity/Q18486021,Star Wars: Episode VIII – The Last Jedi,film,fantasy film | action film | adventure film | space opera | science fiction film,United States,Lucasfilm,English,Q18486021,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2017,2,Beauty and the Beast,1263521126,https://www.boxofficemojo.com/releasegroup/gr1429688837/,https://www.boxofficemojo.com/year/world/2017/?sort=rank&sortDir=asc,tt2771200,http://www.wikidata.org/entity/Q19946102,Beauty and the Beast,film,drama film | fantasy film | musical film | romance film | family film | melodrama | cinematic fairy tale | romantic drama,United States,Walt Disney Pictures | Mandeville Films,English,Q19946102,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2017,3,The Fate of the Furious,1236005118,https://www.boxofficemojo.com/releasegroup/gr38949381/,https://www.boxofficemojo.com/year/world/2017/?sort=rank&sortDir=asc,tt4630562,http://www.wikidata.org/entity/Q19829521,The Fate of the Furious,film,action film | crime film,United States,Universal Pictures,English,Q19829521,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2017,4,Despicable Me 3,1034799409,https://www.boxofficemojo.com/releasegroup/gr1982484997/,https://www.boxofficemojo.com/year/world/2017/?sort=rank&sortDir=asc,tt3469046,http://www.wikidata.org/entity/Q22997984,Despicable Me 3,animated film,comedy film,United States,Illumination,English,Q22997984,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2017,5,Jumanji: Welcome to the Jungle,962077546,https://www.boxofficemojo.com/releasegroup/gr2130465285/,https://www.boxofficemojo.com/year/world/2017/?sort=rank&sortDir=asc,tt2283362,http://www.wikidata.org/entity/Q20762680,Jumanji: Welcome to the Jungle,film,fantasy film | comedy film | action film | adventure film,United States,Columbia Pictures | Radar Pictures,English,Q20762680,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2017,6,Spider-Man: Homecoming,880166924,https://www.boxofficemojo.com/releasegroup/gr65032709/,https://www.boxofficemojo.com/year/world/2017/?sort=rank&sortDir=asc,tt2250912,http://www.wikidata.org/entity/Q23010088,Spider-Man: Homecoming,film,action film | superhero film,United States,Columbia Pictures | Marvel Studios,English,Q23010088,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2017,7,Wolf Warrior 2,870325439,https://www.boxofficemojo.com/releasegroup/gr3036500485/,https://www.boxofficemojo.com/year/world/2017/?sort=rank&sortDir=asc,tt7131870,http://www.wikidata.org/entity/Q27964540,Wolf Warrior 2,film,action film | thriller film,People's Republic of China,,English | Chinese,Q27964540,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2017,8,Guardians of the Galaxy: Vol. 2,863756051,https://www.boxofficemojo.com/releasegroup/gr388583941/,https://www.boxofficemojo.com/year/world/2017/?sort=rank&sortDir=asc,tt3896198,http://www.wikidata.org/entity/Q20001199,Guardians of the Galaxy Vol. 2,film,comedy film | adventure film | science fiction film,United States,Marvel Studios,English,Q20001199,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2017,9,Thor: Ragnarok,853977126,https://www.boxofficemojo.com/releasegroup/gr197939717/,https://www.boxofficemojo.com/year/world/2017/?sort=rank&sortDir=asc,tt3501632,http://www.wikidata.org/entity/Q22665878,Thor: Ragnarok,film,fantasy film | comedy film | action film | adventure film | science fiction film | superhero film,United States,Marvel Studios | Walt Disney Studios Motion Pictures,English,Q22665878,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2017,10,Wonder Woman,822963408,https://www.boxofficemojo.com/releasegroup/gr1207325189/,https://www.boxofficemojo.com/year/world/2017/?sort=rank&sortDir=asc,tt0451279,http://www.wikidata.org/entity/Q20502242,Wonder Woman,film | superhero film,drama film | fantasy film | action film | adventure film | war film | superhero film,United States,Warner Bros. Entertainment | RatPac-Dune Entertainment | Tencent Pictures | DC Studios,English,Q20502242,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2017,11,Coco,814641172,https://www.boxofficemojo.com/releasegroup/gr2402243077/,https://www.boxofficemojo.com/year/world/2017/?sort=rank&sortDir=asc,tt2380307,http://www.wikidata.org/entity/Q5815826,Coco,animated film,drama film | fantasy film | comedy film | adventure film | musical film | family film | melodrama | detective film | ghost film,United States | Mexico,Pixar | Walt Disney Pictures,Spanish | English,Q5815826,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2017,12,Pirates of the Caribbean: Dead Men Tell No Tales,794861794,https://www.boxofficemojo.com/releasegroup/gr1009078789/,https://www.boxofficemojo.com/year/world/2017/?sort=rank&sortDir=asc,tt1790809,http://www.wikidata.org/entity/Q10350033,Pirates of the Caribbean: Dead Men Tell no Tales,film,fantasy film | comedy film | swashbuckler film | pirate film | treasure hunt film,United States,The Walt Disney Company | Walt Disney Pictures | Q17305144,English,Q10350033,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2017,13,It,702781748,https://www.boxofficemojo.com/releasegroup/gr1547719173/,https://www.boxofficemojo.com/year/world/2017/?sort=rank&sortDir=asc,tt1396484,http://www.wikidata.org/entity/Q25136484,It,film,fantasy film | horror film | contemporary fantasy | mystery film | thriller film | supernatural film | supernatural horror film | coming-of-age film | psychological thriller film,United States,New Line Cinema,English,Q25136484,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2017,14,Justice League,661324295,https://www.boxofficemojo.com/releasegroup/gr2733527557/,https://www.boxofficemojo.com/year/world/2017/?sort=rank&sortDir=asc,tt0974015,http://www.wikidata.org/entity/Q20501835,Justice League,film,fantasy film | action film | adventure film | science fiction film | superhero film | science fiction action film,United States,The Stone Quarry | DC Studios,English,Q20501835,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2017,15,Logan,619021436,https://www.boxofficemojo.com/releasegroup/gr4057092613/,https://www.boxofficemojo.com/year/world/2017/?sort=rank&sortDir=asc,tt3315342,http://www.wikidata.org/entity/Q24053263,Logan,film,drama film | action film | science fiction film | superhero film | survival film | dystopian film,United States,20th Century Studios | Marvel Entertainment,English,Q24053263,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2017,16,Transformers: The Last Knight,605425157,https://www.boxofficemojo.com/releasegroup/gr438653445/,https://www.boxofficemojo.com/year/world/2017/?sort=rank&sortDir=asc,tt3371366,http://www.wikidata.org/entity/Q24251026,Transformers: The Last Knight,film,science fiction action film,United States,Paramount Pictures | DreamWorks,English,Q24251026,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2017,17,Kong: Skull Island,568652812,https://www.boxofficemojo.com/releasegroup/gr3991622149/,https://www.boxofficemojo.com/year/world/2017/?sort=rank&sortDir=asc,tt3731562,http://www.wikidata.org/entity/Q21203766,Kong: Skull Island,film,fantasy film | action film | speculative fiction film,United States,Warner Bros. Entertainment | Legendary Pictures | Tencent Pictures | Q65557474,English,Q21203766,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2017,18,The Boss Baby,527965936,https://www.boxofficemojo.com/releasegroup/gr2517979653/,https://www.boxofficemojo.com/year/world/2017/?sort=rank&sortDir=asc,tt3874544,http://www.wikidata.org/entity/Q18619153,The Boss Baby,animated film,comedy film | family film,United States,DreamWorks Animation,English,Q18619153,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2017,19,Dunkirk,526045546,https://www.boxofficemojo.com/releasegroup/gr3929100805/,https://www.boxofficemojo.com/year/world/2017/?sort=rank&sortDir=asc,tt5013056,http://www.wikidata.org/entity/Q21935651,Dunkirk,film,drama film | war film | historical film,United States | Netherlands | France | United Kingdom,Warner Bros. Entertainment | Canal+ | Syncopy Inc. | StudioCanal | RatPac-Dune Entertainment | Kaap Holland Film | Dombey Street Productions | Q65557474,French | German | English,Q21935651,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2017,20,War for the Planet of the Apes,490719763,https://www.boxofficemojo.com/releasegroup/gr2539147781/,https://www.boxofficemojo.com/year/world/2017/?sort=rank&sortDir=asc,tt3450958,http://www.wikidata.org/entity/Q19938437,War for the Planet of the Apes,film,drama film | action film | war film | science fiction film | post-apocalyptic film | dystopian film,United States,Chernin Entertainment,English,Q19938437,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2018,1,Avengers: Infinity War,2048359754,https://www.boxofficemojo.com/releasegroup/gr3915469317/,https://www.boxofficemojo.com/year/world/2018/?sort=rank&sortDir=asc,tt4154756,http://www.wikidata.org/entity/Q23780914,Avengers: Infinity War,film,action film | adventure film | science fiction film | superhero film,United States,Marvel Studios | Walt Disney Studios Motion Pictures,English,Q23780914,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2018,2,Black Panther,1346913161,https://www.boxofficemojo.com/releasegroup/gr3458290181/,https://www.boxofficemojo.com/year/world/2018/?sort=rank&sortDir=asc,tt1825683,http://www.wikidata.org/entity/Q23780734,Black Panther,film,action film | adventure film | science fiction film | superhero film,United States,Marvel Studios,American English,Q23780734,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2018,3,Jurassic World: Fallen Kingdom,1308467944,https://www.boxofficemojo.com/releasegroup/gr3108917765/,https://www.boxofficemojo.com/year/world/2018/?sort=rank&sortDir=asc,tt4881806,http://www.wikidata.org/entity/Q21877685,Jurassic World: Fallen Kingdom,film,action film | adventure film | science fiction film,United States,Universal Pictures | Amblin Entertainment | The Kennedy/Marshall Company | Perfect World Pictures,English,Q21877685,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2018,4,Incredibles 2,1242805359,https://www.boxofficemojo.com/releasegroup/gr2507690501/,https://www.boxofficemojo.com/year/world/2018/?sort=rank&sortDir=asc,tt3606756,http://www.wikidata.org/entity/Q24832112,Incredibles 2,animated film,comedy film | action film | adventure film | superhero film,United States,Pixar | Walt Disney Pictures,English,Q24832112,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2018,5,Aquaman,1151961807,https://www.boxofficemojo.com/releasegroup/gr1903186437/,https://www.boxofficemojo.com/year/world/2018/?sort=rank&sortDir=asc,tt1477834,http://www.wikidata.org/entity/Q22998395,Aquaman,film,fantasy film | action film | adventure film | science fiction film | superhero film,United States,Warner Bros. Entertainment | The Safran Company,English,Q22998395,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2018,6,Bohemian Rhapsody,903655259,https://www.boxofficemojo.com/releasegroup/gr4107555333/,https://www.boxofficemojo.com/year/world/2018/?sort=rank&sortDir=asc,tt1727824,http://www.wikidata.org/entity/Q27894574,Bohemian Rhapsody,film,drama film | biographical film | musical film | LGBTQ-related film,United States | United Kingdom,Regency Enterprises | Walt Disney Studios Motion Pictures | GK Films | TriBeCa Productions,English,Q27894574,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2018,7,Venom,856085151,https://www.boxofficemojo.com/releasegroup/gr3586740741/,https://www.boxofficemojo.com/year/world/2018/?sort=rank&sortDir=asc,tt1270797,http://www.wikidata.org/entity/Q23006268,Venom,film,superhero film | thriller film,United States | People's Republic of China,Columbia Pictures | Sony Pictures | Marvel Entertainment | Tencent Pictures,English | Malay | Standard Chinese,Q23006268,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2018,8,Mission: Impossible - Fallout,791115104,https://www.boxofficemojo.com/releasegroup/gr248533509/,https://www.boxofficemojo.com/year/world/2018/?sort=rank&sortDir=asc,tt4912910,http://www.wikidata.org/entity/Q29261993,Mission: Impossible – Fallout,film,action film | adventure film | spy film | thriller film,Norway | United States | France | People's Republic of China,Paramount Pictures | Bad Robot Productions | Skydance Media | TC Productions,French | English,Q29261993,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2018,9,Deadpool 2,734546611,https://www.boxofficemojo.com/releasegroup/gr262820357/,https://www.boxofficemojo.com/year/world/2018/?sort=rank&sortDir=asc,tt5463162,http://www.wikidata.org/entity/Q25431158,Deadpool 2,film,superhero film | speculative fiction film | black comedy film | LGBTQ-related film | time-travel film,United States,20th Century Studios | Marvel Entertainment | The Donners' Company | Genre Films,English,Q25431158,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2018,10,Fantastic Beasts: The Crimes of Grindelwald,655755901,https://www.boxofficemojo.com/releasegroup/gr3275837957/,https://www.boxofficemojo.com/year/world/2018/?sort=rank&sortDir=asc,tt4123430,http://www.wikidata.org/entity/Q18199331,Fantastic Beasts: The Crimes of Grindelwald,film,drama film | fantasy film | adventure film,United States | United Kingdom,Warner Bros. Entertainment | Heyday Films,English,Q18199331,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2018,11,Ant-Man and the Wasp,622674139,https://www.boxofficemojo.com/releasegroup/gr869618181/,https://www.boxofficemojo.com/year/world/2018/?sort=rank&sortDir=asc,tt5095030,http://www.wikidata.org/entity/Q22957393,Ant-Man and the Wasp,film,comedy film | action film | adventure film | science fiction film | superhero film,United States,Marvel Studios,English,Q22957393,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2018,12,Ready Player One,583490172,https://www.boxofficemojo.com/releasegroup/gr1211716101/,https://www.boxofficemojo.com/year/world/2018/?sort=rank&sortDir=asc,tt1677720,http://www.wikidata.org/entity/Q22000542,Ready Player One,film,cyberpunk | action film | adventure film | science fiction film | dystopian film,United States,Warner Bros. Entertainment | DreamWorks | Amblin Entertainment | Village Roadshow Pictures | RatPac-Dune Entertainment | Q65557474,English,Q22000542,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2018,13,Operation Red Sea,579330426,https://www.boxofficemojo.com/releasegroup/gr2180010501/,https://www.boxofficemojo.com/year/world/2018/?sort=rank&sortDir=asc,tt6878882,http://www.wikidata.org/entity/Q30590974,Operation Red Sea,film,adventure film | war film | action thriller,People's Republic of China | Hong Kong,People's Liberation Army Navy | Emperor Motion Pictures | Polybona Films | Zak Productions,Chinese | Arabic,Q30590974,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2018,14,Detective Chinatown 2,544185156,https://www.boxofficemojo.com/releasegroup/gr3093189125/,https://www.boxofficemojo.com/year/world/2018/?sort=rank&sortDir=asc,tt7752454,http://www.wikidata.org/entity/Q50143448,Detective Chinatown 2,film,comedy film | action film | buddy film | mystery film,People's Republic of China,,English | Mandarin,Q50143448,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2018,15,Ralph Breaks the Internet,529323962,https://www.boxofficemojo.com/releasegroup/gr4200485381/,https://www.boxofficemojo.com/year/world/2018/?sort=rank&sortDir=asc,tt5848272,http://www.wikidata.org/entity/Q25167044,Ralph Breaks the Internet,animated film,fantasy film | comedy film | action film | adventure film | family film,United States,Walt Disney Pictures | Q1047410,English,Q25167044,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2018,16,The Meg,529243742,https://www.boxofficemojo.com/releasegroup/gr214127109/,https://www.boxofficemojo.com/year/world/2018/?sort=rank&sortDir=asc,tt4779682,http://www.wikidata.org/entity/Q27957869,The Meg,film,action film | horror film | adventure film | science fiction film | kaiju | thriller film,United States | People's Republic of China,Warner Bros. Entertainment | di Bonaventura Pictures | Flagship Entertainment,English | Mandarin,Q27957869,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2018,17,Hotel Transylvania 3: Summer Vacation,528583774,https://www.boxofficemojo.com/releasegroup/gr4181873157/,https://www.boxofficemojo.com/year/world/2018/?sort=rank&sortDir=asc,tt5220122,http://www.wikidata.org/entity/Q28840385,Hotel Transylvania 3: Summer Vacation,animated film,fantasy film | comedy film | comedy horror | monster film | family film | vampire film | werewolf film,United States,Columbia Pictures | Sony Pictures Animation | MRC,English,Q28840385,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2018,18,The Grinch,512715682,https://www.boxofficemojo.com/releasegroup/gr1661227525/,https://www.boxofficemojo.com/year/world/2018/?sort=rank&sortDir=asc,tt2709692,http://www.wikidata.org/entity/Q15632949,The Grinch,film | animated film,comedy film | Christmas film,United States,Universal Pictures | Illumination,English,Q15632949,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2018,19,Bumblebee,467989645,https://www.boxofficemojo.com/releasegroup/gr2098156037/,https://www.boxofficemojo.com/year/world/2018/?sort=rank&sortDir=asc,tt4701182,http://www.wikidata.org/entity/Q34220038,Bumblebee,film,action film | adventure film | science fiction film,United States,Paramount Pictures | DreamWorks | Hasbro | di Bonaventura Pictures | Tencent Pictures | Allspark Pictures,English,Q34220038,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2018,20,Dying to Survive,451176639,https://www.boxofficemojo.com/releasegroup/gr3524612613/,https://www.boxofficemojo.com/year/world/2018/?sort=rank&sortDir=asc,tt7362036,http://www.wikidata.org/entity/Q55376631,Dying to Survive,film,comedy drama,People's Republic of China,"film production company | production company | Dying to Survive | Beijing, China",Standard Chinese,Q55376631,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2019,1,Avengers: Endgame,2799439100,https://www.boxofficemojo.com/releasegroup/gr3511898629/,https://www.boxofficemojo.com/year/world/2019/?sort=rank&sortDir=asc,tt4154796,http://www.wikidata.org/entity/Q23781155,Avengers: Endgame,film,action film | adventure film | superhero film | speculative fiction film,United States,Marvel Studios | Walt Disney Studios Motion Pictures,English,Q23781155,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
2019,2,The Lion King,1656943394,https://www.boxofficemojo.com/releasegroup/gr403788293/,https://www.boxofficemojo.com/year/world/2019/?sort=rank&sortDir=asc,tt6105098,http://www.wikidata.org/entity/Q27044293,The Lion King,film | animated film,drama film | comedy film | adventure film | musical film | family film,United States,Walt Disney Pictures | Moving Picture Company | Fairview Entertainment,English,Q27044293,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0
